"Anno di dimissione;""Codice Istituto"";""Denominazione Istituto"";""Num decessi"";""Num dimissioni a domicilio"";""Num dimissioni verso altra struttura"""
"2022;""12030500"";""OSPEDALE FATEBENEFATELLI-ISOLA TIBERINA"";""72"";""5.772"";""156"""
"2022;""12032800"";""CASA DI CURA PRIVATA `DON CARLO GNOCCHI`"";""***"";""152"";""23"""
"2022;""12060600"";""CASA DI CURA S. RAFFAELE PORTUENSE"";""***"";""934"";""83"""
"2022;""12090100"";""AZ.OSP.SAN CAMILLO-FORLANINI"";""1.206"";""33.136"";""3.220"""
"2022;""12090201"";""AZIENDA OSP. S.GIOVANNI/ADDOLORATA ROMA"";""893"";""23.652"";""2.206"""
"2022;""12090202"";""A.O. S.GIOVANNI-ADDOLORATA-CELIO"";""***"";""109"";""***"""
"2022;""12090401"";""OSPEDALE PEDIATRICO BAMBINO GESU`"";""87"";""55.175"";""281"""
"2022;""12090402"";""OSPEDALE PEDIATRICO BAMBINO GESU`"";""10"";""20.639"";""125"""
"2022;""12090403"";""OSPEDALE PEDIATRICO BAMBINO GESU`"";""***"";""939"";""12"""
"2022;""12090501"";""POLICLINICO UNIVERSITARIO A. GEMELLI"";""1.438"";""86.390"";""3.013"""
"2022;""12090502"";""COMPLESSO INTEGRATO COLUMBUS (C.I.C.)"";""333"";""3.837"";""263"""
"2022;""12090600"";""POLICLINICO U. I"";""1.339"";""37.659"";""2.283"""
"2022;""12090801"";""IFO - ISTITUTO REGINA ELENA"";""110"";""8.230"";""125"""
"2022;""12090802"";""IFO - ISTITUTO SAN GALLICANO"";""***"";""1.235"";""***"""
"2022;""12090900"";""I.R.C.C.S. S. LUCIA"";""15"";""1.221"";""370"""
"2022;""12091000"";""IRCCS SAN RAFFAELE PISANA"";""93"";""3.360"";""748"""
"2022;""12091100"";""I.D.I. - FONDAZIONE LUIGI MARIA MONTI"";""79"";""10.869"";""84"""
"2022;""12091300"";""IRCCS - FONDAZIONE G.B. BIETTI"";""***"";""69"";""***"""
"2022;""12091500"";""POLICL. UNIV. CAMPUS BIO MEDICO"";""559"";""24.105"";""2.772"""
"2022;""12091800"";""INMI 'L.SPALLANZANI' - IRCCS"";""291"";""2.704"";""277"""
"2022;""12091900"";""AZIENDA OSPEDALIERA SANT`ANDREA"";""832"";""16.905"";""1.681"""
"2022;""12092000"";""AZ. OSP. UNIV. POLICLINICO TOR VERGATA"";""821"";""19.032"";""1.882"""
"2022;""13000100"";""P.O.SAN SALVATORE L'AQUILA"";""661"";""15.066"";""1.256"""
"2022;""13000200"";""PO SULMONA ' DELL' ANNUNZIATA'"";""211"";""2.975"";""396"""
"2022;""13000300"";""PO AVEZZANO 'S. FILIPPO E NICOLA'"";""593"";""9.407"";""1.174"""
"2022;""13000500"";""PRESIDIO OSPEDALIERO CASTEL DI SANGRO"";""69"";""685"";""89"""
"2022;""13000600"";""PO TAGLIACOZZO ' UMBERTO I'"";""***"";""270"";""89"""
"2022;""13001000"";""CASA DI CURA 'DI LORENZO'"";""30"";""2.323"";""151"""
"2022;""13001200"";""CASA DI CURA L'IMMACOLATA"";""11"";""2.825"";""69"""
"2022;""13001300"";""CASA DI CURA 'S RAFFAELE SPA'"";""***"";""296"";""67"""
"2022;""13001400"";""OSPEDALE MAZZINI"";""837"";""13.197"";""856"""
"2022;""13001500"";""OSPEDALE MARIA S.S. DELLO SPLENDORE"";""310"";""2.690"";""851"""
"2022;""13001600"";""OSPEDALE SAN LIBERATORE DI ATRI"";""207"";""4.263"";""831"""
"2022;""13001700"";""OSPEDALE-VAL VIBRATA SANT'OMERO"";""182"";""5.564"";""370"""
"2022;""13001800"";""P.O. 'SPIRITO SANTO' PESCARA"";""1.528"";""26.061"";""1.591"""
"2022;""13001900"";""P.O. S. MASSIMO DI PENNE"";""104"";""3.392"";""106"""
"2022;""13002000"";""P.O.'S.S. TRINITA'' POPOLI"";""117"";""2.150"";""292"""
"2022;""13002200"";""CASA DI CURA PIERANGELI"";""52"";""7.348"";""934"""
"2022;""13002400"";""CASA DI CURA VILLA SERENA"";""43"";""8.526"";""1.285"""
"2022;""13002600"";""P.O. CLINICIZZ. 'SS. ANNUNZIATA' CHIETI"";""941"";""15.733"";""1.503"""
"2022;""13002800"";""P.O. LANCIANO 'RENZETTI'"";""273"";""5.246"";""771"""
"2022;""13002900"";""P.O. VASTO 'S. PIO DA PIETRALCINA'"";""359"";""6.427"";""641"""
"2022;""13003000"";""P.O. ATESSA 'SAN CAMILLO DE LELLIS'"";""7"";""323"";""138"""
"2022;""13003200"";""P.O. ORTONA 'G. BERNABEO'"";""80"";""2.666"";""82"""
"2022;""13003500"";""CASA DI CURA PRIVATA 'DOTT. SPATOCCO'"";""83"";""1.729"";""224"""
"2022;""13003900"";""CASA DI CURA I.N.I. CANISTRO"";""***"";""1.281"";""286"""
"2022;""13004000"";""CASA DI CURA PRIVATA VILLA LETIZIA"";""***"";""2.310"";""343"""
"2022;""13004100"";""NOVA SALUS SRL"";""15"";""247"";""51"""
"2022;""13004200"";""CASA DI CURA S. FRANCESCO"";""9"";""238"";""18"""
"2022;""14000100"";""PRESIDIO OSPEDALIERO 'A.CARDARELLI'"";""601"";""9.285"";""430"""
"2022;""14000200"";""PLESSO OSPEDALIERO 'S TIMOTEO- TERMOLI"";""251"";""4.471"";""425"""
"2022;""14000301"";""OSPEDALE VENEZIALE- ISERNIA"";""279"";""4.413"";""268"""
"2022;""14000302"";""OSPEDALE CARACCIOLO AGNONE"";""33"";""390"";""44"""
"2022;""14000400"";""CASA DI CURA VILLA MARIA SRL"";""***"";""1.134"";""15"""
"2022;""14000500"";""CASA DI CURA PRIVATA VILLA ESTHER S.R.L."";""***"";""1.634"";""267"""
"2022;""14000700"";""GEMELLI MOLISE S.PA. - CAMPOBASSO"";""56"";""5.917"";""343"""
"2022;""14000800"";""GEA MEDICA IST. EUROPEO DI RIABILITAZION"";""52"";""153"";""39"""
"2022;""14091100"";""NEUROMED I.R.C.C.S."";""55"";""7.225"";""344"""
"2022;""15000400"";""OSPEDALE SAN GIUSEPPE E MELORIO"";""72"";""487"";""121"""
"2022;""15001000"";""PRESIDIO OSPEDALIERO 'SAN ROCCO'"";""160"";""2.911"";""184"""
"2022;""15001300"";""PRESIDIO OSPEDALIERO S.G.MOSCATI AVERSA"";""263"";""9.111"";""326"""
"2022;""15001400"";""CLINICA SANT`ANNA"";""***"";""1.884"";""7"""
"2022;""15001600"";""VILLA DEL SOLE"";""***"";""4.088"";""25"""
"2022;""15001700"";""CASA DI CURA VILLA FIORITA"";""***"";""961"";""***"""
"2022;""15001800"";""CASA DI CURA SAN PAOLO"";""***"";""2.066"";""15"""
"2022;""15001900"";""CASA DI CURA 'VILLA FIORITA' SPA"";""8"";""4.978"";""88"""
"2022;""15002000"";""CLINICA SAN MICHELE"";""32"";""6.305"";""15"""
"2022;""15002100"";""CASA DI CURA PINETA GRANDE"";""141"";""11.419"";""139"""
"2022;""15002200"";""MINERVA  S.P.A. SANTA MARIA DELLA SALUTE"";""***"";""1.795"";""***"""
"2022;""15002300"";""VILLA DEI PINI"";""***"";""2.117"";""10"""
"2022;""15002400"";""CASA DI CURA VILLA ORTENSIA"";""111"";""239"";""72"""
"2022;""15002500"";""VILLA DEGLI ULIVI"";""18"";""86"";""25"""
"2022;""15002800"";""VILLA DELLE MAGNOLIE"";""16"";""1.035"";""117"""
"2022;""15003200"";""OSP.SACRO CUORE DI GESU`FATEBENEFRATELLI"";""222"";""10.682"";""184"""
"2022;""15003300"";""CASA DI CURA GE.P.O.S. SRL"";""***"";""1.751"";""6"""
"2022;""15003400"";""CASA DI CURA NUOVA CLINICA S.RITA"";""***"";""2.703"";""17"""
"2022;""15003500"";""CASA DI CURA SAN FRANCESCO"";""***"";""2.920"";""28"""
"2022;""15005700"";""OSPEDALE CIVILE S. GIOVANNI DI DIO"";""221"";""6.450"";""269"""
"2022;""15005800"";""OSPEDALE SAN GIULIANO"";""235"";""9.442"";""353"""
"2022;""15007000"";""OSPEDALE RIZZOLI"";""163"";""3.486"";""130"""
"2022;""15007300"";""CASA DI CURA OSPEDALE FATEBENEFRATELLI"";""228"";""9.076"";""237"""
"2022;""15007500"";""CASA DI CURA OSP. INTERNAZIONALE SRL"";""***"";""5.087"";""33"""
"2022;""15007800"";""ALMA MATER S.P.A. 'VILLA CAMALDOLI' SPA"";""159"";""833"";""184"""
"2022;""15007900"";""CASA DI CURA VILLA ANGELA SRL"";""115"";""256"";""67"""
"2022;""15008100"";""CASA DI CURA CLINIC CENTER SPA"";""23"";""2.058"";""275"""
"2022;""15008200"";""CASA DI CURA ' LA MADONNINA ' SRL"";""***"";""3.011"";""17"""
"2022;""15008400"";""CASA DI CURA VILLA DEI FIORI  SRL"";""177"";""10.261"";""118"""
"2022;""15008800"";""HERMITAGE CAPODIMONTE SPA"";""61"";""821"";""374"""
"2022;""15009200"";""CASA DI CURA VILLA DELLE QUERCE SPA"";""***"";""2.025"";""10"""
"2022;""15009400"";""CLINICA VESUVIO SRL"";""***"";""543"";""***"""
"2022;""15009500"";""CLINICA MEDITERRANEA SPA"";""58"";""9.224"";""65"""
"2022;""15009700"";""CASA DI CURA VILLA MAIONE"";""7"";""2.532"";""10"""
"2022;""15009900"";""CLINICA SANTA PATRIZIA"";""***"";""4.538"";""14"""
"2022;""15010000"";""CASA DI CURA  ' N.S. DI LOURDES ' SPA"";""***"";""4.676"";""18"""
"2022;""15010100"";""CASA DI CURA 'CLINICA S.ANTIMO'"";""51"";""607"";""220"""
"2022;""15010200"";""CASA DI CURA S. MARIA LA BRUNA SRL"";""***"";""1.149"";""***"""
"2022;""15010400"";""CASA DI CURA VILLA CINZIA SRL"";""***"";""4.099"";""36"""
"2022;""15010500"";""CASA DI CURA VILLA STABIA"";""24"";""5.453"";""51"""
"2022;""15010800"";""CASA DI CURA CARDIOMED S.P.A."";""***"";""2.739"";""192"""
"2022;""15010900"";""CLINICA SANATRIX SPA"";""7"";""6.080"";""38"""
"2022;""15011000"";""CASA DI CURA MARIA ROSARIA SPA"";""***"";""5.290"";""50"""
"2022;""15011100"";""STAZIONE CLIMATICA BIANCHI SRL"";""65"";""939"";""294"""
"2022;""15011300"";""CASA DI SALUTE  S.LUCIA  SRL"";""6"";""4.230"";""47"""
"2022;""15011400"";""CASA DI CURA A.GRIMALDI"";""***"";""4.267"";""7"""
"2022;""15011600"";""CASA DI CURA VILLA DEI FIORI"";""34"";""3.726"";""10"""
"2022;""15011700"";""IOS -  EX CASA DI CURA ' MELUCCIO'  SRL"";""***"";""1.316"";""6"""
"2022;""15011800"";""ISTITUTO DI CURA MARIA SS.DELLA PIETA`"";""65"";""4.117"";""128"""
"2022;""15012100"";""IOS - EX CLINICA ' S. FELICE'  SRL"";""***"";""1.449"";""22"""
"2022;""15014000"";""OSPEDALE ARIANO IRPINO"";""149"";""3.797"";""187"""
"2022;""15014300"";""PINETA GRANDE SPA - CDIC VILLA ESTHER"";""***"";""1.726"";""***"""
"2022;""15014400"";""CASA DI CURA VILLA MARIA"";""***"";""165"";""***"""
"2022;""15014500"";""CASA DI CURA S.RITA"";""***"";""3.478"";""6"""
"2022;""15014600"";""CASA DI CURA VILLA MARIA"";""***"";""1.808"";""***"""
"2022;""15014800"";""CASA DI CURA MONTEVERGINE"";""21"";""6.423"";""53"""
"2022;""15014900"";""CASA DI CURA VILLA DEI PLATANI"";""11"";""9.088"";""24"""
"2022;""15015001"";""OSPEDALE S.ANGELO DEI LOMBARDI"";""52"";""1.119"";""48"""
"2022;""15015002"";""P.SP.RIABILITATIVO DON GNOCCHI"";""48"";""688"";""40"""
"2022;""15015401"";""P.O. UMBERTO I NOCERA INFERIORE"";""469"";""13.101"";""565"""
"2022;""15015402"";""P.O. TORTORA PAGANI"";""50"";""3.663"";""152"""
"2022;""15015403"";""P.O. MAURO SCARLATO SCAFATI"";""223"";""551"";""125"""
"2022;""15015800"";""P.O. S. FRANCESCO D ASSISI OLIVETO CITRA"";""113"";""4.606"";""132"""
"2022;""15016000"";""PRESIDIO OSPEDALIERO LUIGI CURTO- POLLA"";""184"";""7.721"";""248"""
"2022;""15016100"";""PRESIDIO OSPEDALIERO 'IMMACOLATA' SAPRI"";""167"";""3.252"";""238"""
"2022;""15016201"";""P.O.S.MARIA ADDOLORATA EBOLI"";""210"";""6.677"";""248"""
"2022;""15016202"";""P.O.S.MARIA DELLA SPERANZA BATTIPAGLIA"";""156"";""5.810"";""227"""
"2022;""15016203"";""P.O.ROCCADASPIDE"";""110"";""1.330"";""140"""
"2022;""15016300"";""P.O. MARTIRI DI VILLA MALTA SARNO"";""136"";""3.881"";""328"""
"2022;""15016501"";""P.O. VALLO DELLA LUCANIA"";""336"";""10.531"";""589"""
"2022;""15016502"";""P.O.AGROPOLI"";""193"";""888"";""97"""
"2022;""15016700"";""HYPPOCRATICA SPA CDC VILLA DEL SOLE"";""***"";""4.502"";""32"""
"2022;""15017000"";""ICM-ISTITUTO CLINICO MEDITERRANEO S.P.A."";""***"";""4.736"";""36"""
"2022;""15017100"";""LA QUIETE - S.R.L."";""68"";""109"";""57"""
"2022;""15017300"";""CASA DI CURA PRIVATA SALUS S.P.A."";""***"";""4.028"";""6"""
"2022;""15017500"";""CAMPOLONGO HOSPITAL S.P.A."";""30"";""3.584"";""718"""
"2022;""15017600"";""'CASA DI CURA PROF.DOTT. LUIGI COBELLIS'"";""12"";""6.082"";""20"""
"2022;""15017700"";""CASA DI CURA TORTORELLA SPA"";""***"";""4.342"";""64"""
"2022;""15017800"";""VILLA CHIARUGI SRL"";""73"";""96"";""67"""
"2022;""15018900"";""OSP.CIV. GAETANINA SCOTTO"";""***"";""100"";""19"""
"2022;""15019100"";""OSPEDALE S.M.DELLE GRAZIE"";""616"";""11.521"";""520"""
"2022;""15019200"";""CASA DI CURA S.MARIA DEL POZZO"";""63"";""1.591"";""213"""
"2022;""15019600"";""FONDAZIONE EVANGELICA BETANIA"";""118"";""11.298"";""297"""
"2022;""15035000"";""C.M.R. S.P.A.- CENTRO MED.DIAGN.E RIAB."";""***"";""220"";""40"""
"2022;""15037100"";""KOS CARE S.R.L."";""100"";""728"";""168"""
"2022;""15041601"";""P.O. S.  LEONARDO"";""254"";""6.705"";""273"""
"2022;""15041602"";""P.O. NUOVO GRAGNANO"";""***"";""482"";""***"""
"2022;""15041701"";""P.O. S. MARIA DELLA MISERICORDIA"";""112"";""2.099"";""164"""
"2022;""15041702"";""P.O. DE LUCA E ROSSANO"";""16"";""2.627"";""40"""
"2022;""15042000"";""VILLA SILVIA 'G.F.MONTESANO'"";""11"";""445"";""106"""
"2022;""15042300"";""CLINICA PADRE PIO S.R.L."";""***"";""3.157"";""21"""
"2022;""15043601"";""P.O. NOLA"";""402"";""5.745"";""450"""
"2022;""15043602"";""P.O. POLLENA"";""***"";""716"";""27"""
"2022;""15043700"";""PRESIDIO OSPEDALIERO MADDALONI"";""328"";""704"";""87"""
"2022;""15043800"";""PRESIDIO OSPEDALIERO MARCIANISE"";""117"";""5.037"";""238"""
"2022;""15043900"";""PRESIDIO OSPEDALIERO S.FELICE A CANCELLO"";""21"";""480"";""26"""
"2022;""15044000"";""PRESIDIO OSPEDALIERO PIEDIMONTE MATESE"";""179"";""3.337"";""175"""
"2022;""15044200"";""PRESIDIO OSPEDALIERO OSPEDALE DEL MARE"";""634"";""11.776"";""908"""
"2022;""15044300"";""P.O. SAN PAOLO"";""202"";""5.685"";""446"""
"2022;""15044401"";""P.O. SAN GIOVANNI BOSCO"";""99"";""2.883"";""194"""
"2022;""15044402"";""PSI NAPOLI EST BARRA"";""***"";""527"";""***"""
"2022;""15044501"";""P.O. DEI PELLEGRINI"";""192"";""4.548"";""429"""
"2022;""15044502"";""PO SANTA MARIA  POPOLO DEGLI INCURABILI"";""***"";""360"";""***"""
"2022;""15044601"";""PO SANTA MARIA DI LORETO"";""112"";""893"";""196"""
"2022;""15044602"";""PO CAPILUPI"";""10"";""251"";""39"""
"2022;""15044700"";""P.O. TORRE DEL GRECO"";""69"";""1.640"";""99"""
"2022;""15044800"";""P.O. BOSCOTRECASE"";""260"";""874"";""207"""
"2022;""15044900"";""CASA DI CURA PRIVATA VILLA DEI PINI SPA"";""6"";""353"";""35"""
"2022;""15090100"";""AZIENDA OSPEDALIERA 'A. CARDARELLI'"";""1.958"";""33.461"";""1.306"""
"2022;""15090201"";""OSPEDALE SANTOBONO"";""59"";""18.473"";""360"""
"2022;""15090202"";""OSPEDALE PAUSILIPON"";""***"";""3.915"";""186"""
"2022;""15090203"";""P.O. S.S. ANNUNZIATA"";""***"";""322"";""***"""
"2022;""15090301"";""MONALDI"";""330"";""18.337"";""403"""
"2022;""15090302"";""COTUGNO"";""661"";""4.916"";""161"""
"2022;""15090303"";""CTO"";""139"";""4.196"";""277"""
"2022;""15090401"";""A.O. OO.RR. SANGIOVANNI DI DIO E RUGGI"";""979"";""27.322"";""1.087"""
"2022;""15090402"";""OSPEDALE AMICO G. FUCITO"";""134"";""3.686"";""81"""
"2022;""15090403"";""P.O. G. DA PROCIDA"";""55"";""291"";""36"""
"2022;""15090404"";""P.O. S. M. DELL'OLMO"";""65"";""2.792"";""106"""
"2022;""15090501"";""AZIENDA OSPEDALIERA S. G. MOSCATI"";""915"";""20.098"";""820"""
"2022;""15090502"";""PLESSO A.LANDOLFI SOLOFRA"";""7"";""933"";""41"""
"2022;""15090601"";""PRESIDIO OSPEDALIERO RUMMO"";""516"";""10.740"";""399"""
"2022;""15090602"";""P.O. SANT'ALFONSO MARIA DE' LIGUORI"";""40"";""912"";""30"""
"2022;""15090700"";""A.O. SANT'ANNA E SAN SEBASTIANO  CASERTA"";""762"";""16.498"";""870"""
"2022;""15090800"";""AZIENDA OSPEDALIERA UNIVERSITARIA UNICAM"";""122"";""20.575"";""322"""
"2022;""15090900"";""A.O.U. 'FEDERICO II' DI NAPOLI"";""318"";""53.543"";""746"""
"2022;""15091000"";""ISTITUTO NAZIONALE TUMORI DI NAPOLI"";""71"";""13.281"";""56"""
"2022;""15091100"";""ISTITUTI CLINICI SCIENT. MAUGERI  S.P.A"";""15"";""1.793"";""156"""
"2022;""16004700"";""OSPEDALE CERIGNOLA  'G.TATARELLA'"";""157"";""4.634"";""208"""
"2022;""16006200"";""OSPEDALE GALATINA 'S. CATERINA NOVELLA'"";""117"";""3.773"";""246"""
"2022;""16006300"";""OSPEDALE GALLIPOLI 'SACRO CUORE DI GESU'"";""220"";""4.808"";""367"""
"2022;""16007400"";""OSPEDALE MANDURIA 'GIANNUZZI'"";""161"";""1.396"";""100"""
"2022;""16007500"";""OSPEDALE CIVILE MARTINA FRANCA"";""142"";""4.817"";""189"""
"2022;""16007800"";""EE OSPEDALE REGIONALE  'F. MIULLI'"";""608"";""24.294"";""1.037"""
"2022;""16008000"";""OSPEDALE REGIONALE EE 'G. PANICO'"";""407"";""18.402"";""934"""
"2022;""16008700"";""CASA DI CURA SANTA MARIA"";""44"";""4.575"";""648"""
"2022;""16009800"";""ANTHEA HOSPITAL PRESIDIO VILLA LUCIA H."";""***"";""1.917"";""250"""
"2022;""16010000"";""CASA DI CURA PRIVATA MONTE IMPERATORE"";""36"";""592"";""334"""
"2022;""16010100"";""CASA DI CURA 'SALUS' - BRINDISI"";""***"";""1.900"";""13"""
"2022;""16010200"";""CASA DI CURA PROF. BRODETTI"";""***"";""2.812"";""14"""
"2022;""16010500"";""CASA DI CURA LEONARDO DE LUCA"";""7"";""230"";""107"""
"2022;""16010600"";""CASA DI CURA 'S.MICHELE' GEST. BRODETTI"";""7"";""1.063"";""67"""
"2022;""16010700"";""CASA DI CURA 'PROF. PETRUCCIANI' S.R.L."";""***"";""2.025"";""48"""
"2022;""16010800"";""CASA DI CURA VILLA BIANCA"";""***"";""1.187"";""28"""
"2022;""16010900"";""CASA DI CURA VILLA VERDE"";""7"";""759"";""138"""
"2022;""16011000"";""CASA DI CURA SAN FRANCESCO"";""17"";""1.844"";""27"""
"2022;""16011100"";""CASA DI CURA BERNARDINI"";""***"";""2.952"";""37"""
"2022;""16011200"";""CASA DI CURA D'AMORE S.R.L."";""***"";""1.327"";""***"""
"2022;""16011400"";""CASA DI CURA SAN CAMILLO"";""***"";""2.242"";""16"""
"2022;""16011500"";""CASA DI CURA SANTA RITA S.R.L."";""***"";""633"";""29"""
"2022;""16011600"";""CASA DI CURA VILLA VERDE S.R.L."";""117"";""3.976"";""99"""
"2022;""16012500"";""CASA DI CURA UNIVERSO SALUTE - DON UVA"";""***"";""1.209"";""204"""
"2022;""16014000"";""ANTHEA HOSPITAL S.R.L."";""48"";""3.865"";""181"""
"2022;""16014100"";""CASA DI CURA VILLA BIANCA S.R.L."";""***"";""575"";""***"""
"2022;""16014600"";""CENTRO MEDICO RIABILITAZIONE ICS MAUGERI"";""10"";""735"";""128"""
"2022;""16014700"";""CASA DI CURA C.B.H. MATER DEI HOSPITAL"";""427"";""13.222"";""768"""
"2022;""16014900"";""FONDAZIONE CITTADELLA DELLA CARITA`"";""22"";""653"";""71"""
"2022;""16015000"";""CASA DI CURA CITTA' DI LECCE"";""27"";""3.398"";""141"""
"2022;""16015100"";""IRCCS 'E.MEDEA'"";""***"";""291"";""***"""
"2022;""16015200"";""CASA DI CURA RIABILITATIVA EUROITALIA"";""6"";""551"";""33"""
"2022;""16015700"";""OSPEDALE DELLA MURGIA 'F. PERINEI'"";""206"";""6.232"";""286"""
"2022;""16015801"";""OSPEDALE SAN PAOLO-BARI"";""363"";""7.992"";""421"""
"2022;""16015803"";""OSPEDALE SAN PAOLO (PLESSO MOLFETTA)"";""108"";""1.866"";""255"""
"2022;""16015804"";""OSPEDALE SAN PAOLO (PLESSO CORATO)"";""66"";""3.170"";""138"""
"2022;""16015805"";""OSPEDALE SAN PAOLO (PLESSO TERLIZZI)"";""65"";""395"";""53"""
"2022;""16015900"";""OSPEDALE MONOPOLI"";""209"";""5.519"";""370"""
"2022;""16016000"";""OSPEDALE PUTIGNANO"";""193"";""1.414"";""236"""
"2022;""16016100"";""OSPEDALE OSTUNI"";""94"";""895"";""197"""
"2022;""16016200"";""OSPEDALE  FRANCAVILLA FONTANA"";""103"";""5.251"";""319"""
"2022;""16016300"";""OSPEDALE SAN SEVERO - TERESA MASSELLI"";""180"";""4.221"";""349"""
"2022;""16016308"";""OSPEDALE SAN SEVERO - TERESA MASSELLI"";""***"";""13"";""7"""
"2022;""16016400"";""OSPEDALE MANFREDONIA"";""58"";""1.877"";""222"""
"2022;""16016500"";""OSPEDALE COPERTINO"";""188"";""3.178"";""389"""
"2022;""16016600"";""OSPEDALE SCORRANO"";""264"";""6.537"";""435"""
"2022;""16016700"";""OSPEDALE  CASARANO"";""324"";""4.324"";""284"""
"2022;""16016800"";""OSPEDALE CASTELLANETA"";""152"";""4.286"";""129"""
"2022;""16016901"";""P.O. DI VENERE"";""563"";""12.835"";""588"""
"2022;""16016903"";""P.O. FALLACARA"";""29"";""79"";""28"""
"2022;""16017001"";""OSPEDALE PERRINO BRINDISI"";""1.100"";""16.163"";""754"""
"2022;""16017003"";""OSP.BRINDISI(PLESSO S.PIETRO VERNOTICO)"";""47"";""75"";""67"""
"2022;""16017004"";""OSP.BRINDISI (PLESSO CEGLIE MESSAPICA)"";""21"";""593"";""135"""
"2022;""16017005"";""NUOVASTRUT.EMERG.COVID19 CISTERNINO"";""***"";""47"";""7"""
"2022;""16017006"";""NUOVASTRUT.EMERG.COVID19 CEGLIEMESSAPICA"";""***"";""55"";""10"""
"2022;""16017008"";""NUOVASTRUT.EMERG.COVID19 MESAGNE"";""***"";""197"";""52"""
"2022;""16017101"";""OSPEDALE LECCE 'V FAZZI'"";""1.041"";""20.833"";""766"""
"2022;""16017102"";""PLESSO DI SAN CESARIO - OSPEDALE LECCE"";""6"";""312"";""11"""
"2022;""16017201"";""OSPEDALE SS ANNUNZIATA - TARANTO"";""680"";""14.884"";""495"""
"2022;""16017203"";""OSPEDALE MOSCATI - TARANTO/STATTE"";""202"";""1.932"";""102"""
"2022;""16017204"";""STABILIMENTO OSPEDALIERO GROTTAGLIE"";""128"";""412"";""141"""
"2022;""16017205"";""NUOVA STRUTTURA EMERGENZACOVID19 MOTTOLA"";""***"";""53"";""21"""
"2022;""16017206"";""OSPEDALE MILITARE DI TARANTO"";""***"";""39"";""8"""
"2022;""16017401"";""OSPEDALE ANDRIA"";""305"";""7.234"";""606"""
"2022;""16017402"";""OSPEDALE ANDRIA (PLESSO CANOSA)"";""68"";""263"";""58"""
"2022;""16017701"";""OSPEDALE DIMICCOLI BARLETTA"";""396"";""8.931"";""466"""
"2022;""16017800"";""OSPEDALE  BISCEGLIE"";""306"";""1.504"";""241"""
"2022;""16018000"";""UNIVERSO SALUTE OSP. DON UVA - BISCEGLIE"";""55"";""1.059"";""230"""
"2022;""16018100"";""CASE CURA RIUNITE VILLA SERENA-S. FRANCE"";""***"";""4.571"";""122"""
"2022;""16090100"";""ISTITUTO TUMORI GIOVANNI PAOLO II"";""58"";""3.757"";""49"""
"2022;""16090200"";""IRCCS 'SAVERIO DE BELLIS'"";""45"";""3.063"";""76"""
"2022;""16090500"";""OSPEDALE CASA SOLLIEVO DELLA SOFFERENZA"";""919"";""30.970"";""663"""
"2022;""16090600"";""ICS MAUGERI SPA SOCIETA' BENEFIT"";""36"";""1.968"";""579"""
"2022;""16090701"";""CONSORZIALE POLICLINICO BARI"";""921"";""32.579"";""975"""
"2022;""16090702"";""OSPEDALE GIOVANNI XXIII"";""17"";""7.494"";""22"""
"2022;""16090703"";""PRESIDIO DELLE MAXIEMERGENZE"";""152"";""367"";""83"""
"2022;""16091001"";""OSPEDALI RIUNITI DI FOGGIA"";""1.115"";""27.719"";""420"""
"2022;""16091002"";""AOU OO RR FOGGIA - OSPEDALE DI LUCERA"";""29"";""1.565"";""71"""
"2022;""17001101"";""PRESIDIO OSPEDALIERO -MATERA-"";""523"";""8.369"";""386"""
"2022;""17001102"";""PSA POLICORO"";""173"";""4.327"";""207"""
"2022;""17001200"";""PRESIDIO DISTRETTUALE TRICARICO"";""43"";""423"";""157"""
"2022;""17003200"";""FONDAZIONE DON CARLO GNOCCHI - ONLUS"";""***"";""416"";""126"""
"2022;""17003400"";""LUNGODEGENZA RIABILITATIVA CHIAROMONTE"";""***"";""202"";""67"""
"2022;""17003500"";""LUNGODEGENZA E RIABILITAZIONE VENOSA"";""15"";""149"";""96"""
"2022;""17003600"";""LUNGODEGENZA RIABILITATIVA LAURIA"";""19"";""138"";""27"""
"2022;""17003700"";""UNIVERSO SALUTE BASILICATA SRL"";""19"";""137"";""170"""
"2022;""17090101"";""OSPEDALE SAN CARLO DI POTENZA"";""1.239"";""23.844"";""596"""
"2022;""17090102"";""OSP S.FRANCESCO DI PAOLA DI PESCOPAGANO"";""29"";""1.412"";""13"""
"2022;""17090103"";""OSPEDALE S.GIOVANNI DI DIO - MELFI"";""136"";""3.165"";""102"""
"2022;""17090104"";""OSP S.PIO DA PIETRELCINA DI VILLA D'AGRI"";""114"";""2.894"";""32"""
"2022;""17090105"";""OSPEDALE S.GIOVANNI DI LAGONEGRO"";""164"";""4.397"";""26"""
"2022;""17091000"";""C.R.O.B. - I.R.C.C.S."";""27"";""5.037"";""22"""
"2022;""18000100"";""IGRECO OSPEDALI RIUNITI EX LA MADONNINA"";""***"";""1.238"";""223"""
"2022;""18000200"";""IGRECO OSP. RIUNITI MADONNA DELLA CATENA"";""47"";""566"";""107"""
"2022;""18000300"";""IGRECO OSPEDALI RIUNITI EX SACRO CUORE"";""***"";""3.314"";""54"""
"2022;""18000400"";""ISTITUTO S.ANNA VIA SIRIS  11"";""14"";""279"";""251"""
"2022;""18000500"";""ISTITUTO S.ANNA SS - 106   KM 243"";""23"";""247"";""64"""
