"Anno di dimissione;""Codice Istituto"";""Denominazione Istituto"";""Descrizione Sesso"";""Cl_età_0-5"";""Cl_età_06-12"";""Cl_età_13-18"";""Cl_età_19-24"";""Cl_età_25-34"";""Cl_età_35-44"";""Cl_età_45-54"";""Cl_età_55-64"";""Cl_età_65-74"";""Cl_età_over_75"""
"2022;""15014900"";""CASA DI CURA VILLA DEI PLATANI"";""Maschio"";""792"";""7"";""30"";""59"";""67"";""104"";""222"";""387"";""475"";""369"""
"2022;""15015001"";""OSPEDALE S.ANGELO DEI LOMBARDI"";""Femmina"";""***"";""***"";""8"";""12"";""17"";""30"";""46"";""87"";""69"";""271"""
"2022;""15015001"";""OSPEDALE S.ANGELO DEI LOMBARDI"";""Maschio"";""***"";""***"";""20"";""16"";""41"";""54"";""76"";""101"";""137"";""231"""
"2022;""15015002"";""P.SP.RIABILITATIVO DON GNOCCHI"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""12"";""16"";""48"";""115"";""185"""
"2022;""15015002"";""P.SP.RIABILITATIVO DON GNOCCHI"";""Maschio"";""***"";""***"";""***"";""***"";""12"";""15"";""44"";""88"";""114"";""113"""
"2022;""15015401"";""P.O. UMBERTO I NOCERA INFERIORE"";""Femmina"";""1.027"";""83"";""108"";""271"";""1.310"";""874"";""615"";""695"";""893"";""1.471"""
"2022;""15015401"";""P.O. UMBERTO I NOCERA INFERIORE"";""Maschio"";""1.166"";""100"";""156"";""164"";""237"";""303"";""618"";""1.092"";""1.377"";""1.575"""
"2022;""15015402"";""P.O. TORTORA PAGANI"";""Femmina"";""***"";""***"";""12"";""19"";""80"";""134"";""344"";""434"";""467"";""358"""
"2022;""15015402"";""P.O. TORTORA PAGANI"";""Maschio"";""***"";""***"";""19"";""49"";""95"";""109"";""219"";""451"";""590"";""484"""
"2022;""15015403"";""P.O. MAURO SCARLATO SCAFATI"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""14"";""27"";""70"";""84"";""209"""
"2022;""15015403"";""P.O. MAURO SCARLATO SCAFATI"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""10"";""27"";""69"";""144"";""226"""
"2022;""15015800"";""P.O. S. FRANCESCO D ASSISI OLIVETO CITRA"";""Femmina"";""***"";""8"";""25"";""44"";""111"";""169"";""328"";""391"";""482"";""803"""
"2022;""15015800"";""P.O. S. FRANCESCO D ASSISI OLIVETO CITRA"";""Maschio"";""***"";""18"";""66"";""64"";""168"";""219"";""352"";""473"";""499"";""629"""
"2022;""15016000"";""PRESIDIO OSPEDALIERO LUIGI CURTO- POLLA"";""Femmina"";""276"";""68"";""78"";""100"";""391"";""413"";""417"";""493"";""674"";""1.292"""
"2022;""15016000"";""PRESIDIO OSPEDALIERO LUIGI CURTO- POLLA"";""Maschio"";""332"";""67"";""85"";""82"";""101"";""130"";""326"";""586"";""904"";""1.338"""
"2022;""15016100"";""PRESIDIO OSPEDALIERO 'IMMACOLATA' SAPRI"";""Femmina"";""149"";""20"";""17"";""55"";""179"";""180"";""180"";""287"";""293"";""557"""
"2022;""15016100"";""PRESIDIO OSPEDALIERO 'IMMACOLATA' SAPRI"";""Maschio"";""156"";""30"";""36"";""39"";""66"";""80"";""154"";""266"";""384"";""529"""
"2022;""15016201"";""P.O.S.MARIA ADDOLORATA EBOLI"";""Femmina"";""***"";""7"";""28"";""71"";""108"";""174"";""303"";""466"";""597"";""1.090"""
"2022;""15016201"";""P.O.S.MARIA ADDOLORATA EBOLI"";""Maschio"";""***"";""19"";""79"";""123"";""204"";""261"";""464"";""772"";""1.136"";""1.232"""
"2022;""15016202"";""P.O.S.MARIA DELLA SPERANZA BATTIPAGLIA"";""Femmina"";""656"";""105"";""57"";""189"";""736"";""623"";""339"";""302"";""322"";""460"""
"2022;""15016202"";""P.O.S.MARIA DELLA SPERANZA BATTIPAGLIA"";""Maschio"";""729"";""121"";""52"";""44"";""101"";""130"";""228"";""308"";""347"";""344"""
"2022;""15016203"";""P.O.ROCCADASPIDE"";""Femmina"";""***"";""***"";""8"";""19"";""21"";""33"";""72"";""89"";""124"";""382"""
"2022;""15016203"";""P.O.ROCCADASPIDE"";""Maschio"";""***"";""***"";""16"";""14"";""34"";""42"";""79"";""142"";""164"";""341"""
"2022;""15016300"";""P.O. MARTIRI DI VILLA MALTA SARNO"";""Femmina"";""285"";""25"";""26"";""118"";""474"";""301"";""174"";""211"";""242"";""490"""
"2022;""15016300"";""P.O. MARTIRI DI VILLA MALTA SARNO"";""Maschio"";""366"";""31"";""50"";""65"";""90"";""138"";""184"";""328"";""348"";""399"""
"2022;""15016501"";""P.O. VALLO DELLA LUCANIA"";""Femmina"";""344"";""98"";""81"";""122"";""653"";""803"";""518"";""683"";""918"";""1.731"""
"2022;""15016501"";""P.O. VALLO DELLA LUCANIA"";""Maschio"";""335"";""97"";""109"";""125"";""213"";""253"";""505"";""937"";""1.281"";""1.650"""
"2022;""15016502"";""P.O.AGROPOLI"";""Femmina"";""***"";""***"";""***"";""***"";""13"";""32"";""48"";""77"";""108"";""233"""
"2022;""15016502"";""P.O.AGROPOLI"";""Maschio"";""***"";""***"";""***"";""***"";""13"";""25"";""69"";""96"";""176"";""273"""
"2022;""15016700"";""HYPPOCRATICA SPA CDC VILLA DEL SOLE"";""Femmina"";""491"";""***"";""11"";""80"";""772"";""723"";""372"";""228"";""219"";""400"""
"2022;""15016700"";""HYPPOCRATICA SPA CDC VILLA DEL SOLE"";""Maschio"";""553"";""***"";""***"";""7"";""18"";""37"";""57"";""100"";""191"";""278"""
"2022;""15017000"";""ICM-ISTITUTO CLINICO MEDITERRANEO S.P.A."";""Femmina"";""281"";""***"";""29"";""82"";""442"";""387"";""311"";""436"";""453"";""399"""
"2022;""15017000"";""ICM-ISTITUTO CLINICO MEDITERRANEO S.P.A."";""Maschio"";""248"";""***"";""31"";""55"";""98"";""131"";""245"";""354"";""411"";""382"""
"2022;""15017100"";""LA QUIETE - S.R.L."";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""7"";""11"";""19"";""95"""
"2022;""15017100"";""LA QUIETE - S.R.L."";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""8"";""12"";""20"";""56"""
"2022;""15017300"";""CASA DI CURA PRIVATA SALUS S.P.A."";""Femmina"";""***"";""14"";""30"";""74"";""150"";""255"";""374"";""394"";""458"";""530"""
"2022;""15017300"";""CASA DI CURA PRIVATA SALUS S.P.A."";""Maschio"";""***"";""51"";""43"";""60"";""106"";""138"";""219"";""304"";""392"";""443"""
"2022;""15017500"";""CAMPOLONGO HOSPITAL S.P.A."";""Femmina"";""***"";""48"";""63"";""21"";""33"";""43"";""192"";""441"";""697"";""691"""
"2022;""15017500"";""CAMPOLONGO HOSPITAL S.P.A."";""Maschio"";""***"";""77"";""110"";""69"";""82"";""124"";""269"";""451"";""570"";""349"""
"2022;""15017600"";""'CASA DI CURA PROF.DOTT. LUIGI COBELLIS'"";""Femmina"";""10"";""12"";""33"";""108"";""351"";""498"";""804"";""554"";""489"";""561"""
"2022;""15017600"";""'CASA DI CURA PROF.DOTT. LUIGI COBELLIS'"";""Maschio"";""78"";""73"";""42"";""40"";""106"";""199"";""286"";""522"";""616"";""732"""
"2022;""15017700"";""CASA DI CURA TORTORELLA SPA"";""Femmina"";""23"";""11"";""16"";""20"";""56"";""110"";""226"";""425"";""498"";""708"""
"2022;""15017700"";""CASA DI CURA TORTORELLA SPA"";""Maschio"";""56"";""33"";""26"";""52"";""71"";""84"";""172"";""429"";""690"";""705"""
"2022;""15017800"";""VILLA CHIARUGI SRL"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""15"";""24"";""88"""
"2022;""15017800"";""VILLA CHIARUGI SRL"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""10"";""23"";""15"";""52"""
"2022;""15018900"";""OSP.CIV. GAETANINA SCOTTO"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""***"";""12"";""31"""
"2022;""15018900"";""OSP.CIV. GAETANINA SCOTTO"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""6"";""9"";""10"";""35"""
"2022;""15019100"";""OSPEDALE S.M.DELLE GRAZIE"";""Femmina"";""546"";""43"";""81"";""203"";""939"";""732"";""684"";""932"";""1.059"";""1.480"""
"2022;""15019100"";""OSPEDALE S.M.DELLE GRAZIE"";""Maschio"";""625"";""57"";""90"";""107"";""236"";""319"";""548"";""994"";""1.496"";""1.486"""
"2022;""15019200"";""CASA DI CURA S.MARIA DEL POZZO"";""Femmina"";""***"";""***"";""18"";""23"";""38"";""70"";""177"";""211"";""208"";""289"""
"2022;""15019200"";""CASA DI CURA S.MARIA DEL POZZO"";""Maschio"";""***"";""12"";""30"";""7"";""41"";""87"";""133"";""178"";""168"";""174"""
"2022;""15019600"";""FONDAZIONE EVANGELICA BETANIA"";""Femmina"";""964"";""***"";""84"";""448"";""1.706"";""1.263"";""788"";""716"";""747"";""957"""
"2022;""15019600"";""FONDAZIONE EVANGELICA BETANIA"";""Maschio"";""1.092"";""***"";""66"";""112"";""172"";""253"";""374"";""561"";""698"";""711"""
"2022;""15035000"";""C.M.R. S.P.A.- CENTRO MED.DIAGN.E RIAB."";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""7"";""25"";""63"";""70"""
"2022;""15035000"";""C.M.R. S.P.A.- CENTRO MED.DIAGN.E RIAB."";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""8"";""20"";""28"";""39"""
"2022;""15037100"";""KOS CARE S.R.L."";""Femmina"";""***"";""***"";""***"";""***"";""***"";""8"";""17"";""61"";""117"";""317"""
"2022;""15037100"";""KOS CARE S.R.L."";""Maschio"";""***"";""***"";""***"";""***"";""***"";""8"";""33"";""107"";""145"";""173"""
"2022;""15041601"";""P.O. S.  LEONARDO"";""Femmina"";""745"";""30"";""71"";""209"";""867"";""537"";""328"";""327"";""441"";""794"""
"2022;""15041601"";""P.O. S.  LEONARDO"";""Maschio"";""713"";""33"";""49"";""46"";""79"";""103"";""250"";""377"";""543"";""690"""
"2022;""15041602"";""P.O. NUOVO GRAGNANO"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""14"";""30"";""39"";""54"";""38"""
"2022;""15041602"";""P.O. NUOVO GRAGNANO"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""35"";""72"";""134"";""54"""
"2022;""15041701"";""P.O. S. MARIA DELLA MISERICORDIA"";""Femmina"";""***"";""***"";""21"";""17"";""31"";""34"";""92"";""153"";""214"";""584"""
"2022;""15041701"";""P.O. S. MARIA DELLA MISERICORDIA"";""Maschio"";""***"";""***"";""40"";""37"";""63"";""74"";""122"";""222"";""225"";""445"""
"2022;""15041702"";""P.O. DE LUCA E ROSSANO"";""Femmina"";""298"";""8"";""29"";""128"";""598"";""369"";""113"";""101"";""93"";""126"""
"2022;""15041702"";""P.O. DE LUCA E ROSSANO"";""Maschio"";""337"";""7"";""17"";""20"";""31"";""43"";""67"";""81"";""112"";""105"""
"2022;""15042000"";""VILLA SILVIA 'G.F.MONTESANO'"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""14"";""42"";""85"";""172"""
"2022;""15042000"";""VILLA SILVIA 'G.F.MONTESANO'"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""28"";""53"";""54"";""103"""
"2022;""15042300"";""CLINICA PADRE PIO S.R.L."";""Femmina"";""***"";""***"";""11"";""33"";""101"";""175"";""216"";""238"";""217"";""193"""
"2022;""15042300"";""CLINICA PADRE PIO S.R.L."";""Maschio"";""***"";""***"";""8"";""29"";""72"";""138"";""268"";""448"";""580"";""454"""
"2022;""15043601"";""P.O. NOLA"";""Femmina"";""408"";""43"";""42"";""105"";""483"";""382"";""291"";""349"";""439"";""960"""
"2022;""15043601"";""P.O. NOLA"";""Maschio"";""475"";""60"";""43"";""39"";""73"";""131"";""298"";""511"";""631"";""834"""
"2022;""15043602"";""P.O. POLLENA"";""Femmina"";""***"";""***"";""***"";""***"";""6"";""12"";""68"";""74"";""95"";""65"""
"2022;""15043602"";""P.O. POLLENA"";""Maschio"";""***"";""***"";""***"";""***"";""8"";""11"";""31"";""85"";""152"";""128"""
"2022;""15043700"";""PRESIDIO OSPEDALIERO MADDALONI"";""Femmina"";""***"";""***"";""***"";""***"";""9"";""10"";""31"";""56"";""142"";""265"""
"2022;""15043700"";""PRESIDIO OSPEDALIERO MADDALONI"";""Maschio"";""***"";""***"";""***"";""***"";""9"";""18"";""49"";""92"";""166"";""266"""
"2022;""15043800"";""PRESIDIO OSPEDALIERO MARCIANISE"";""Femmina"";""437"";""17"";""35"";""126"";""687"";""418"";""204"";""247"";""343"";""648"""
"2022;""15043800"";""PRESIDIO OSPEDALIERO MARCIANISE"";""Maschio"";""491"";""21"";""28"";""36"";""66"";""97"";""162"";""328"";""455"";""546"""
"2022;""15043900"";""PRESIDIO OSPEDALIERO S.FELICE A CANCELLO"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""8"";""27"";""57"";""58"";""80"""
"2022;""15043900"";""PRESIDIO OSPEDALIERO S.FELICE A CANCELLO"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""24"";""57"";""88"";""115"""
"2022;""15044000"";""PRESIDIO OSPEDALIERO PIEDIMONTE MATESE"";""Femmina"";""102"";""11"";""18"";""49"";""155"";""153"";""204"";""253"";""313"";""684"""
"2022;""15044000"";""PRESIDIO OSPEDALIERO PIEDIMONTE MATESE"";""Maschio"";""106"";""12"";""33"";""39"";""48"";""92"";""194"";""296"";""390"";""539"""
"2022;""15044200"";""PRESIDIO OSPEDALIERO OSPEDALE DEL MARE"";""Femmina"";""184"";""***"";""89"";""247"";""698"";""599"";""782"";""974"";""1.168"";""1.471"""
"2022;""15044200"";""PRESIDIO OSPEDALIERO OSPEDALE DEL MARE"";""Maschio"";""213"";""***"";""147"";""195"";""330"";""405"";""934"";""1.447"";""1.778"";""1.657"""
"2022;""15044300"";""P.O. SAN PAOLO"";""Femmina"";""309"";""33"";""71"";""220"";""580"";""455"";""315"";""295"";""431"";""875"""
"2022;""15044300"";""P.O. SAN PAOLO"";""Maschio"";""390"";""32"";""50"";""67"";""113"";""128"";""221"";""424"";""602"";""722"""
"2022;""15044401"";""P.O. SAN GIOVANNI BOSCO"";""Femmina"";""145"";""***"";""18"";""62"";""284"";""194"";""161"";""152"";""190"";""286"""
"2022;""15044401"";""P.O. SAN GIOVANNI BOSCO"";""Maschio"";""155"";""***"";""17"";""32"";""71"";""94"";""206"";""367"";""382"";""360"""
"2022;""15044402"";""PSI NAPOLI EST BARRA"";""Femmina"";""***"";""***"";""8"";""20"";""24"";""19"";""30"";""43"";""60"";""41"""
"2022;""15044402"";""PSI NAPOLI EST BARRA"";""Maschio"";""***"";""***"";""***"";""16"";""25"";""12"";""26"";""52"";""75"";""71"""
"2022;""15044501"";""P.O. DEI PELLEGRINI"";""Femmina"";""***"";""***"";""31"";""48"";""79"";""123"";""256"";""389"";""447"";""687"""
"2022;""15044501"";""P.O. DEI PELLEGRINI"";""Maschio"";""***"";""***"";""106"";""107"";""197"";""277"";""481"";""636"";""693"";""611"""
"2022;""15044502"";""PO SANTA MARIA  POPOLO DEGLI INCURABILI"";""Femmina"";""***"";""***"";""***"";""14"";""16"";""28"";""42"";""30"";""24"";""12"""
"2022;""15044502"";""PO SANTA MARIA  POPOLO DEGLI INCURABILI"";""Maschio"";""***"";""***"";""***"";""9"";""23"";""25"";""34"";""41"";""42"";""19"""
"2022;""15044601"";""PO SANTA MARIA DI LORETO"";""Femmina"";""***"";""***"";""***"";""***"";""16"";""40"";""55"";""104"";""168"";""209"""
"2022;""15044601"";""PO SANTA MARIA DI LORETO"";""Maschio"";""***"";""***"";""6"";""14"";""17"";""24"";""59"";""129"";""178"";""174"""
"2022;""15044602"";""PO CAPILUPI"";""Femmina"";""***"";""***"";""6"";""8"";""10"";""7"";""13"";""13"";""18"";""51"""
"2022;""15044602"";""PO CAPILUPI"";""Maschio"";""***"";""***"";""***"";""***"";""6"";""6"";""28"";""29"";""29"";""66"""
"2022;""15044700"";""P.O. TORRE DEL GRECO"";""Femmina"";""***"";""***"";""8"";""22"";""30"";""45"";""92"";""126"";""183"";""339"""
"2022;""15044700"";""P.O. TORRE DEL GRECO"";""Maschio"";""***"";""***"";""17"";""39"";""79"";""87"";""144"";""166"";""168"";""263"""
"2022;""15044800"";""P.O. BOSCOTRECASE"";""Femmina"";""***"";""***"";""***"";""***"";""6"";""9"";""40"";""67"";""125"";""299"""
"2022;""15044800"";""P.O. BOSCOTRECASE"";""Maschio"";""***"";""***"";""***"";""9"";""14"";""26"";""67"";""144"";""207"";""321"""
"2022;""15044900"";""CASA DI CURA PRIVATA VILLA DEI PINI SPA"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""7"";""27"";""57"";""122"""
"2022;""15044900"";""CASA DI CURA PRIVATA VILLA DEI PINI SPA"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""***"";""15"";""52"";""57"";""50"""
"2022;""15090100"";""AZIENDA OSPEDALIERA 'A. CARDARELLI'"";""Femmina"";""395"";""11"";""217"";""522"";""1.474"";""1.765"";""2.467"";""3.005"";""3.162"";""3.665"""
"2022;""15090100"";""AZIENDA OSPEDALIERA 'A. CARDARELLI'"";""Maschio"";""425"";""12"";""426"";""611"";""1.081"";""1.412"";""2.632"";""4.438"";""5.044"";""3.961"""
"2022;""15090201"";""OSPEDALE SANTOBONO"";""Femmina"";""4.326"";""2.950"";""715"";""51"";""10"";""***"";""***"";""***"";""***"";""***"""
"2022;""15090201"";""OSPEDALE SANTOBONO"";""Maschio"";""5.889"";""3.632"";""1.245"";""42"";""24"";""***"";""***"";""***"";""***"";""***"""
"2022;""15090202"";""OSPEDALE PAUSILIPON"";""Femmina"";""516"";""594"";""261"";""17"";""7"";""***"";""***"";""***"";""***"";""***"""
"2022;""15090202"";""OSPEDALE PAUSILIPON"";""Maschio"";""1.078"";""1.083"";""499"";""38"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""15090203"";""P.O. S.S. ANNUNZIATA"";""Femmina"";""27"";""128"";""38"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""15090203"";""P.O. S.S. ANNUNZIATA"";""Maschio"";""27"";""76"";""28"";""***"";""***"";""***"";""***"";""***"";""***"";""***"""
"2022;""15090301"";""MONALDI"";""Femmina"";""300"";""93"";""139"";""221"";""392"";""536"";""973"";""1.625"";""1.750"";""1.386"""
"2022;""15090301"";""MONALDI"";""Maschio"";""345"";""93"";""208"";""330"";""518"";""625"";""1.175"";""2.570"";""3.440"";""2.351"""
"2022;""15090302"";""COTUGNO"";""Femmina"";""***"";""***"";""22"";""33"";""123"";""213"";""361"";""341"";""294"";""468"""
"2022;""15090302"";""COTUGNO"";""Maschio"";""***"";""***"";""17"";""86"";""396"";""585"";""814"";""819"";""545"";""618"""
"2022;""15090303"";""CTO"";""Femmina"";""***"";""***"";""35"";""51"";""87"";""137"";""302"";""418"";""507"";""657"""
"2022;""15090303"";""CTO"";""Maschio"";""***"";""***"";""102"";""92"";""181"";""230"";""364"";""486"";""495"";""468"""
"2022;""15090401"";""A.O. OO.RR. SANGIOVANNI DI DIO E RUGGI"";""Femmina"";""1.385"";""372"";""276"";""477"";""1.870"";""1.756"";""1.552"";""1.903"";""2.324"";""3.216"""
"2022;""15090401"";""A.O. OO.RR. SANGIOVANNI DI DIO E RUGGI"";""Maschio"";""1.727"";""557"";""303"";""269"";""554"";""711"";""1.363"";""2.485"";""3.059"";""3.229"""
"2022;""15090402"";""OSPEDALE AMICO G. FUCITO"";""Femmina"";""10"";""10"";""20"";""73"";""138"";""187"";""254"";""251"";""259"";""435"""
"2022;""15090402"";""OSPEDALE AMICO G. FUCITO"";""Maschio"";""11"";""13"";""43"";""76"";""142"";""155"";""315"";""432"";""542"";""535"""
"2022;""15090403"";""P.O. G. DA PROCIDA"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""6"";""16"";""34"";""117"""
"2022;""15090403"";""P.O. G. DA PROCIDA"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""6"";""16"";""31"";""50"";""91"""
"2022;""15090404"";""P.O. S. M. DELL'OLMO"";""Femmina"";""178"";""132"";""76"";""16"";""39"";""47"";""94"";""149"";""206"";""475"""
"2022;""15090404"";""P.O. S. M. DELL'OLMO"";""Maschio"";""242"";""130"";""68"";""38"";""74"";""75"";""156"";""197"";""249"";""322"""
"2022;""15090501"";""AZIENDA OSPEDALIERA S. G. MOSCATI"";""Femmina"";""863"";""133"";""147"";""346"";""1.383"";""1.473"";""1.209"";""1.581"";""1.787"";""2.461"""
"2022;""15090501"";""AZIENDA OSPEDALIERA S. G. MOSCATI"";""Maschio"";""983"";""144"";""152"";""144"";""304"";""469"";""994"";""1.875"";""2.560"";""2.825"""
"2022;""15090502"";""PLESSO A.LANDOLFI SOLOFRA"";""Femmina"";""***"";""***"";""***"";""8"";""35"";""74"";""80"";""87"";""59"";""65"""
"2022;""15090502"";""PLESSO A.LANDOLFI SOLOFRA"";""Maschio"";""***"";""***"";""8"";""33"";""65"";""61"";""105"";""92"";""104"";""102"""
"2022;""15090601"";""PRESIDIO OSPEDALIERO RUMMO"";""Femmina"";""626"";""107"";""113"";""176"";""822"";""751"";""611"";""701"";""723"";""1.284"""
"2022;""15090601"";""PRESIDIO OSPEDALIERO RUMMO"";""Maschio"";""709"";""110"";""131"";""85"";""169"";""269"";""506"";""997"";""1.244"";""1.521"""
"2022;""15090602"";""P.O. SANT'ALFONSO MARIA DE' LIGUORI"";""Femmina"";""***"";""***"";""7"";""8"";""18"";""28"";""52"";""71"";""83"";""137"""
"2022;""15090602"";""P.O. SANT'ALFONSO MARIA DE' LIGUORI"";""Maschio"";""***"";""***"";""7"";""20"";""26"";""35"";""65"";""104"";""126"";""194"""
"2022;""15090700"";""A.O. SANT'ANNA E SAN SEBASTIANO  CASERTA"";""Femmina"";""942"";""108"";""120"";""278"";""1.303"";""1.138"";""933"";""1.168"";""1.315"";""1.771"""
"2022;""15090700"";""A.O. SANT'ANNA E SAN SEBASTIANO  CASERTA"";""Maschio"";""984"";""119"";""171"";""175"";""336"";""505"";""1.014"";""1.645"";""2.078"";""2.027"""
"2022;""15090800"";""AZIENDA OSPEDALIERA UNIVERSITARIA UNICAM"";""Femmina"";""865"";""543"";""557"";""483"";""1.378"";""1.345"";""1.413"";""1.507"";""1.479"";""1.200"""
"2022;""15090800"";""AZIENDA OSPEDALIERA UNIVERSITARIA UNICAM"";""Maschio"";""1.077"";""923"";""576"";""331"";""572"";""671"";""1.040"";""1.603"";""1.932"";""1.524"""
"2022;""15090900"";""A.O.U. 'FEDERICO II' DI NAPOLI"";""Femmina"";""3.292"";""1.386"";""1.579"";""1.236"";""4.513"";""4.480"";""3.817"";""3.982"";""3.488"";""2.445"""
"2022;""15090900"";""A.O.U. 'FEDERICO II' DI NAPOLI"";""Maschio"";""4.035"";""1.698"";""1.473"";""748"";""1.373"";""1.656"";""2.669"";""3.660"";""4.147"";""2.930"""
"2022;""15091000"";""ISTITUTO NAZIONALE TUMORI DI NAPOLI"";""Femmina"";""***"";""***"";""36"";""137"";""355"";""735"";""1.426"";""1.864"";""1.674"";""861"""
"2022;""15091000"";""ISTITUTO NAZIONALE TUMORI DI NAPOLI"";""Maschio"";""***"";""***"";""34"";""103"";""211"";""384"";""726"";""1.521"";""2.102"";""1.239"""
"2022;""15091100"";""ISTITUTI CLINICI SCIENT. MAUGERI  S.P.A"";""Femmina"";""***"";""***"";""7"";""8"";""16"";""33"";""71"";""174"";""254"";""210"""
"2022;""15091100"";""ISTITUTI CLINICI SCIENT. MAUGERI  S.P.A"";""Maschio"";""***"";""***"";""***"";""6"";""24"";""49"";""143"";""250"";""434"";""283"""
"2022;""16004700"";""OSPEDALE CERIGNOLA  'G.TATARELLA'"";""Femmina"";""513"";""51"";""71"";""147"";""549"";""251"";""187"";""205"";""230"";""439"""
"2022;""16004700"";""OSPEDALE CERIGNOLA  'G.TATARELLA'"";""Maschio"";""551"";""58"";""41"";""55"";""92"";""129"";""195"";""341"";""420"";""474"""
"2022;""16006200"";""OSPEDALE GALATINA 'S. CATERINA NOVELLA'"";""Femmina"";""452"";""44"";""115"";""119"";""496"";""415"";""215"";""164"";""182"";""351"""
"2022;""16006200"";""OSPEDALE GALATINA 'S. CATERINA NOVELLA'"";""Maschio"";""517"";""41"";""21"";""30"";""51"";""69"";""118"";""173"";""217"";""346"""
"2022;""16006300"";""OSPEDALE GALLIPOLI 'SACRO CUORE DI GESU'"";""Femmina"";""356"";""96"";""95"";""132"";""448"";""371"";""249"";""256"";""327"";""773"""
"2022;""16006300"";""OSPEDALE GALLIPOLI 'SACRO CUORE DI GESU'"";""Maschio"";""488"";""107"";""120"";""41"";""59"";""97"";""161"";""245"";""345"";""629"""
"2022;""16007400"";""OSPEDALE MANDURIA 'GIANNUZZI'"";""Femmina"";""***"";""***"";""***"";""7"";""17"";""23"";""54"";""89"";""156"";""514"""
"2022;""16007400"";""OSPEDALE MANDURIA 'GIANNUZZI'"";""Maschio"";""***"";""***"";""6"";""10"";""26"";""35"";""56"";""78"";""172"";""409"""
"2022;""16007500"";""OSPEDALE CIVILE MARTINA FRANCA"";""Femmina"";""418"";""13"";""17"";""97"";""557"";""448"";""205"";""250"";""324"";""748"""
"2022;""16007500"";""OSPEDALE CIVILE MARTINA FRANCA"";""Maschio"";""446"";""17"";""14"";""15"";""40"";""59"";""158"";""272"";""399"";""651"""
"2022;""16007800"";""EE OSPEDALE REGIONALE  'F. MIULLI'"";""Femmina"";""988"";""16"";""128"";""333"";""1.799"";""1.746"";""1.620"";""1.916"";""2.269"";""2.655"""
"2022;""16007800"";""EE OSPEDALE REGIONALE  'F. MIULLI'"";""Maschio"";""1.021"";""59"";""201"";""280"";""439"";""662"";""1.322"";""2.293"";""3.064"";""3.128"""
"2022;""16008000"";""OSPEDALE REGIONALE EE 'G. PANICO'"";""Femmina"";""788"";""69"";""98"";""181"";""1.058"";""1.025"";""1.004"";""1.195"";""1.598"";""2.517"""
"2022;""16008000"";""OSPEDALE REGIONALE EE 'G. PANICO'"";""Maschio"";""886"";""106"";""133"";""154"";""230"";""401"";""922"";""1.812"";""2.570"";""2.996"""
"2022;""16008700"";""CASA DI CURA SANTA MARIA"";""Femmina"";""***"";""***"";""16"";""60"";""197"";""359"";""489"";""476"";""565"";""483"""
"2022;""16008700"";""CASA DI CURA SANTA MARIA"";""Maschio"";""***"";""***"";""14"";""35"";""86"";""156"";""260"";""563"";""819"";""685"""
"2022;""16009800"";""ANTHEA HOSPITAL PRESIDIO VILLA LUCIA H."";""Femmina"";""***"";""***"";""7"";""21"";""53"";""80"";""147"";""245"";""432"";""364"""
"2022;""16009800"";""ANTHEA HOSPITAL PRESIDIO VILLA LUCIA H."";""Maschio"";""***"";""***"";""22"";""29"";""61"";""77"";""115"";""180"";""181"";""152"""
"2022;""16010000"";""CASA DI CURA PRIVATA MONTE IMPERATORE"";""Femmina"";""***"";""***"";""***"";""***"";""***"";""***"";""7"";""48"";""137"";""371"""
"2022;""16010000"";""CASA DI CURA PRIVATA MONTE IMPERATORE"";""Maschio"";""***"";""***"";""***"";""***"";""***"";""6"";""20"";""49"";""105"";""209"""
"2022;""16010100"";""CASA DI CURA 'SALUS' - BRINDISI"";""Femmina"";""***"";""***"";""7"";""17"";""53"";""125"";""212"";""178"";""193"";""282"""
"2022;""16010100"";""CASA DI CURA 'SALUS' - BRINDISI"";""Maschio"";""7"";""***"";""13"";""30"";""34"";""41"";""75"";""167"";""239"";""237"""
