orpha_code,name,expert_link,disorder_type,disorder_group,prevalence_class,prevalence_geo,prevalence_value,inheritance,age_of_onset,average_age_onset,average_age_death,complexity_score,complexity_level
98850,Mastocitosi sistemica aggressiva,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98850,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
98849,Mastocitosi sistemica associata a neoplasia ematologica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98849,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
98844,Linfoma di Hodgkin classico a cellularità mista,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98844,Sottotipo istopatologico,Sottotipo della malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
98843,"Linfoma di Hodgkin classico, tipo nodulare sclerosante",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98843,Sottotipo istopatologico,Sottotipo della malattia,1-9 / 100 000,Europa,,,,,,3,Media
98846,"Linfoma di Hodgkin classico, povero di linfociti",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98846,Sottotipo istopatologico,Sottotipo della malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
98845,"Linfoma di Hodgkin classico, ricco di linfociti",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98845,Sottotipo istopatologico,Sottotipo della malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
98842,Papulosi linfomatoide,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98842,Malattia,Malattia,Sconosciuto,Europa,,,,,,0,Bassa
98841,Linfoma anaplastico a grandi cellule,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98841,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
589608,"Ipopigmentazione lineare e asimmetria craniofacciale con anomalie acrali, oculari e cerebrali",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=589608,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
589595,Leucemia acuta a fenotipo misto con t(v;11q23.3),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=589595,Sottotipo eziologico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
98868,"Ovalocitosi, tipo Sud-Est asiatico",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98868,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
98869,"Anemia diseritropoietica congenita, tipo I",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98869,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
589618,Distonia 28,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=589618,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98870,"Anemia diseritropoietica congenita, tipo III",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98870,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
589534,Leucemia acuta a fenotipo misto con t(9;22)(q34.1;q11.2),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=589534,Sottotipo eziologico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
98863,Distrofia muscolare di Emery-Dreifuss legata all'X,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98863,Sottotipo eziologico,Sottotipo della malattia,1-9 / 1 000 000,United Kingdom,,,,,,4,Media
589527,Atassia spinocerebellare tipo 45,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=589527,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
589547,"Ritardo dello sviluppo, disabilit intellettiva, disturbo dello spettro autistico correlati a GRIN2B",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=589547,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
589542,Neoplasia mieloide/linfoide associata a riarrangiamenti in JAK2,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=589542,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
589442,"Sindrome da bassa statura, displasia scheletrica, degenerazione retinica, disabilità intellettiva, sordità neurosensoriale",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=589442,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
589435,Sindrome da displasia spondilometafisaria e distrofia della cornea,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=589435,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
589522,Atassia spinocerebellare tipo 46,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=589522,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
589515,Sindrome da ritardo dello sviluppo-atassia-crisi epilettiche correlata a PUM1,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=589515,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98856,"Malattia di Charcot-Marie-Tooth, tipo 2B1",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98856,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
98881,Disfibrinogenemia familiare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98881,Sottotipo clinico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
98879,Emofilia B,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98879,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
98873,"Anemia diseritropoietica congenita, tipo II",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98873,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
98878,Emofilia A,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98878,Malattia,Malattia,1-9 / 100 000,Mondiale,,,,,,3,Media
98895,Distrofia muscolare di Becker,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98895,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
98896,Distrofia muscolare di Duchenne,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98896,Malattia,Malattia,1-9 / 100 000,Mondiale,,,,,,3,Media
98902,"Miopatia nemalinica, tipo Amish",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98902,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
98890,Atrofia ottica isolata legata all'X a esordio precoce,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98890,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98893,"Distrofia muscolare congenita, tipo 1B",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98893,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98892,Eterotopia nodulare periventricolare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98892,Sottotipo clinico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
98912,"Miopatia distale a esordio tardivo, tipo Markesbery-Griggs",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98912,Malattia,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
98911,Miotilinopatia distale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98911,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
98916,Poliradiculoneuropatia demielinizzante infiammatoria acuta,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98916,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
98908,Malattia da deposito di lipidi neutri con miopatia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98908,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98907,Malattia da deposito di lipidi neutri con ittiosi,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98907,Malattia,Malattia,<1 / 1 000 000,Europa,,,,,,5,Alta
98909,Desminopatia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98909,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
98933,"Atrofia multisistemica, tipo parkinsoniano",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98933,Sottotipo clinico,Sottotipo della malattia,1-9 / 100 000,Europa,,,,,,3,Media
98934,Malattia Huntington-simile 2,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98934,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98919,Sindrome di Miller-Fisher,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98919,Malattia,Malattia,1-9 / 1 000 000,Europa,,,,,,4,Media
98920,"Atrofia muscolare spinale con distress respiratorio, tipo 1",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98920,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98938,Microftalmia colobomatosa,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98938,Sindrome malformativa,Malattia,1-5 / 10 000,United Kingdom,,,,,,2,Bassa
98949,Criptoftalmia completa,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98949,Sottotipo clinico,Sottotipo della malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
98950,Criptoftalmia parziale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98950,Sottotipo clinico,Sottotipo della malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
98948,Simblefaron congenito,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98948,Sottotipo clinico,Sottotipo della malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
98957,Distrofia corneale gelatinosa a goccia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98957,Malattia,Malattia,1-9 / 1 000 000,Japan,,,,,,4,Media
98955,Distrofia corneale epiteliale di Lisch,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98955,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98954,Distrofia corneale di Meesmann,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98954,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98964,"Distrofia corneale reticolare, tipo I",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98964,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
98963,"Distrofia corneale granulare, tipo II",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98963,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
98962,"Distrofia corneale granulare, tipo I",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98962,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
98961,Distrofia corneale di Reis-Bûcklers,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98961,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98960,Distrofia corneale di Thiel-Behnke,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98960,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98959,Distrofia corneale mucinosa subepiteliale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98959,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98971,Distrofia corneale amorfa posteriore,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98971,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98972,Distrofia torbida centrale di François,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98972,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98973,Distrofia corneale polimorfa posteriore,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98973,Malattia,Malattia,1-9 / 100 000,Czech Republic,,,,,,3,Media
98974,Distrofia corneale endoteliale di Fuchs,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98974,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
98967,Distrofia corneale cristallina di Schnyder,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98967,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98969,Distrofia corneale maculare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98969,Malattia,Malattia,1-9 / 100 000,United States,,,,,,3,Media
98970,Distrofia corneale a macchie,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98970,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98976,Glaucoma congenito,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98976,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
98977,Glaucoma giovanile,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98977,Malattia,Malattia,1-9 / 100 000,United States,,,,,,3,Media
98978,Anomalia di Axenfeld,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98978,Anomalia morfologica,Malattia,1-9 / 1 000 000,Mondiale,,,,,,4,Media
99001,Distrofia pigmentaria a farfalla,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=99001,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
99002,Distrofia reticolare dell'epitelio pigmentato retinico,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=99002,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
99000,Distrofia vitelliforme foveomaculare a esordio adulto,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=99000,Malattia,Malattia,Sconosciuto,Europa,,,,,,0,Bassa
99003,Distrofia multifocale a pattern simulante il fondo flavimaculato,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=99003,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
99013,Paraplegia spastica tipo 7,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=99013,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
99014,"Malattia di Charcot-Marie-Tooth legata all'X, tipo 5",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=99014,Malattia,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
99015,"Paraplegia spastica, tipo 2",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=99015,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
585867,Leucemia mieloide acuta con t(9;22)(q34.1;q11.2),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=585867,Malattia,Malattia,1-9 / 100 000,Mondiale,,,,,,3,Media
585877,Leucemia linfoblastica a cellule B/linfoma con anomalie genetiche ricorrenti,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=585877,Sottotipo eziologico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
585909,'Leucemia linfoblastica a cellule B/linfoma con t(9;22)(q34.1;q11.2)',http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=585909,Sottotipo eziologico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
585936,Leucemia linfoblastica a cellule B/linfoma con iperdiploidia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=585936,Sottotipo eziologico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
585942,Leucemia linfoblastica a cellule B/linfoma con ipodiploidia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=585942,Sottotipo eziologico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
585918,Leucemia linfoblastica a cellule B/linfoma con t(v;11q23.3),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=585918,Sottotipo eziologico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
585929,Leucemia linfoblastica a cellule B/linfoma con t(12;21)(p13.2;q22.1),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=585929,Sottotipo eziologico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
99027,Leucodistrofia autosomica dominante a esordio nell'età adulta,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=99027,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
585956,Leucemia linfoblastica a cellule B/linfoma con t(1;19)(q23;p13.3),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=585956,Sottotipo eziologico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
585948,Leucemia linfoblastica a cellule B/linfoma con t(5;14)(q31.1;q32.3),http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=585948,Sottotipo eziologico,Sottotipo della malattia,Sconosciuto,Asia occidentale,,,,,,0,Bassa
586130,Insonnia sporadica letale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=586130,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
99042,Trasposizione congenitamente non corretta delle grandi arterie con coartazione,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=99042,Sottotipo clinico,Sottotipo della malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
99050,Anomala origine dell'arteria polmonare destra o sinistra dall'aorta,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=99050,Anomalia morfologica,Malattia,,Mondiale,,,,,,0,Bassa
98606,Ipoplasia sindromica del bordo orbitario,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98606,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
98555,Anoftalmia - microftalmia,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98555,Categoria,Gruppo di malattie,1-9 / 100 000,Europa,,,,,,3,Media
98676,"Atrofia ottica isolata, autosomica recessiva",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98676,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98673,"Atrofia ottica autosomica dominante, forma classica",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98673,Malattia,Malattia,1-9 / 100 000,Mondiale,,,,,,3,Media
98672,Atrofia ottica autosomica dominante,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98672,Gruppo di fenomi,Gruppo di malattie,1-5 / 10 000,Denmark,,,,,,2,Bassa
98627,Distrofia corneale posteriore,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98627,Categoria,Gruppo di malattie,Sconosciuto,Mondiale,,,,,,0,Bassa
98626,Distrofia corneale stromale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98626,Categoria,Gruppo di malattie,Sconosciuto,Mondiale,,,,,,0,Bassa
98625,Distrofia corneale superficiale,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98625,Categoria,Gruppo di malattie,1-5 / 10 000,United States,,,,,,2,Bassa
583595,"Deficit della via di biosintesi della serina, forma infantile/giovanile",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=583595,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
583856,Trombosi isolata della vana splenica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=583856,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
583861,Trombosi isolata della vena mesenterica,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=583861,Malattia,Malattia,1-9 / 100 000,Europa,,,,,,3,Media
98715,Uveite,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98715,Categoria,Gruppo di malattie,1-5 / 10 000,Europa,,,,,,2,Bassa
98723,Sindrome del cuore destro ipoplasico,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98723,Gruppo di fenomi,Gruppo di malattie,1-9 / 100 000,Europa,,,,,,3,Media
583097,Lipomatosi congenita infiltrante del viso,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=583097,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98791,Sindrome alfa talassemia-disabilità intellettiva associata al cromosoma 16,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98791,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
98806,Distonia primitiva tipo DYT6,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98806,Malattia,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
98805,"Distonia primaria, tipo DYT4",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98805,Malattia,Malattia,<1 / 1 000 000,Mondiale,,,,,,5,Alta
98784,Epilessia notturna del lobo frontale autosomica dominante,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98784,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98764,"Atassia spinocerebellare, tipo 27",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98764,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98763,"Atassia spinocerebellare, tipo 14",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98763,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98766,Atassia spinocerebellare tipo 5,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98766,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98765,"Atassia spinocerebellare, tipo 4",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98765,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
98760,"Atassia spinocerebellare, tipo 8",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98760,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
98759,"Atassia spinocerebellare, tipo 17",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98759,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98762,"Atassia spinocerebellare, tipo 12",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98762,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98761,"Atassia spinocerebellare, tipo 10",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98761,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
98772,"Atassia spinocerebellare, tipo 19/22",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98772,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98771,"Atassia spinocerebellare, tipo 18",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98771,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98773,"Atassia spinocerebellare, tipo 21",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98773,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98768,"Atassia spinocerebellare, tipo 13",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98768,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98767,"Atassia spinocerebellare, tipo 11",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98767,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98769,"Atassia spinocerebellare, tipo 15/16",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98769,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
580940,Sindrome da disabilità intellettiva e condrodisplasia correlata a QRICH1,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=580940,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
580951,Coroidopatia puntata interna,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=580951,Malattia,Malattia,1-9 / 1 000 000,Mondiale,,,,,,4,Media
580933,Difetti letali dello sviluppo cerebrale e cardiaco,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=580933,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
98755,"Atassia spinocerebellare, tipo 1",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98755,Malattia,Malattia,1-9 / 100 000,Mondiale,,,,,,3,Media
98756,"Atassia spinocerebellare, tipo 2",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98756,Malattia,Malattia,1-9 / 100 000,Mondiale,,,,,,3,Media
98757,"Atassia spinocerebellare, tipo 3",http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98757,Malattia,Malattia,1-9 / 100 000,Mondiale,,,,,,3,Media
98758,Atassia spinocerebellare tipo 6,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98758,Malattia,Malattia,1-9 / 1 000 000,Mondiale,,,,,,4,Media
580572,Neoplasia tubulopapillare intraduttale del pancreas,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=580572,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
98306,Lipodistrofia parziale familiare,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98306,Gruppo di fenomi,Gruppo di malattie,1-9 / 1 000 000,Europa,,,,,,4,Media
576074,Sindrome respiratoria del Medio Oriente,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=576074,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
576379,Malattia iatrogena di Creutzfeldt-Jakob,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=576379,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
576349,Sindrome autoinfiammatoria familiare da freddo correlata a NLRC4,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=576349,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
576370,Variante della malattia di Creutzfeldt-Jakob,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=576370,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
576278,Sindrome correlata a SATB2,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=576278,Sindrome malformativa,Malattia,,Mondiale,,,,,,0,Bassa
573253,Malformazione da fissurazione longitudinale del midollo spinale tipo II,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=573253,Anomalia morfologica,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
574957,Suscettibilità mendeliana autosomica recessiva alle malattie micobatteriche da deficit parziale di JAK1,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=574957,Malattia,Malattia,Sconosciuto,Mondiale,,,,,,0,Bassa
574918,Predisposizione alle infezioni virali gravi da deficit di IRF7,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=574918,Malattia,Malattia,,Mondiale,,,,,,0,Bassa
98375,Anemia emolitica autoimmune,http://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=it&Expert=98375,Gruppo di fenomi,Gruppo di malattie,1-9 / 100 000,Europa,,,,,,3,Media
